,ws,Technology,par,unit,est,year,val
971,molten salt carnot battery,carnot battery,hereof installation,percent,control,2025,60.0
972,molten salt carnot battery,carnot battery,hereof installation,percent,control,2030,60.0
973,molten salt carnot battery,carnot battery,hereof installation,percent,control,2035,60.0
974,molten salt carnot battery,carnot battery,hereof installation,percent,control,2040,60.0
975,molten salt carnot battery,carnot battery,hereof installation,percent,control,2050,60.0
976,molten salt carnot battery,carnot battery,fixed o&m,percent/year,lower,2025,1.0
977,molten salt carnot battery,carnot battery,fixed o&m,percent/year,lower,2050,0.5
978,molten salt carnot battery,carnot battery,fixed o&m,percent/year,upper,2025,3.0
979,molten salt carnot battery,carnot battery,fixed o&m,percent/year,upper,2050,2.0
980,molten salt carnot battery,carnot battery,fixed o&m,percent/year,control,2025,2.0
981,molten salt carnot battery,carnot battery,fixed o&m,percent/year,control,2030,1.5
982,molten salt carnot battery,carnot battery,fixed o&m,percent/year,control,2035,1.5
983,molten salt carnot battery,carnot battery,fixed o&m,percent/year,control,2040,1.0
984,molten salt carnot battery,carnot battery,fixed o&m,percent/year,control,2050,1.0
985,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,lower,2025,76125.0
986,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,lower,2050,31377.0
987,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,upper,2025,108750.0
988,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,upper,2050,51521.0
989,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,control,2025,92220.0
990,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,control,2030,62710.0
991,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,control,2035,55332.0
992,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,control,2040,48822.0
993,molten salt carnot battery,carnot battery,specific investment,EUR_2020/MWh,control,2050,38010.0
994,molten salt carnot battery,carnot battery,variable o&m,percent/year,lower,2025,1.0
995,molten salt carnot battery,carnot battery,variable o&m,percent/year,lower,2050,0.05
996,molten salt carnot battery,carnot battery,variable o&m,percent/year,upper,2025,3.0
997,molten salt carnot battery,carnot battery,variable o&m,percent/year,upper,2050,2.5
998,molten salt carnot battery,carnot battery,variable o&m,percent/year,control,2025,2.0
999,molten salt carnot battery,carnot battery,variable o&m,percent/year,control,2030,1.5
1000,molten salt carnot battery,carnot battery,variable o&m,percent/year,control,2035,1.5
1001,molten salt carnot battery,carnot battery,variable o&m,percent/year,control,2040,1.5
1002,molten salt carnot battery,carnot battery,variable o&m,percent/year,control,2050,1.5
1003,molten salt carnot battery,carnot battery,primary regulation,percent,lower,2025,30.0
1004,molten salt carnot battery,carnot battery,primary regulation,percent,lower,2050,30.0
1005,molten salt carnot battery,carnot battery,primary regulation,percent,upper,2025,30.0
1006,molten salt carnot battery,carnot battery,primary regulation,percent,upper,2050,30.0
1007,molten salt carnot battery,carnot battery,primary regulation,percent,control,2025,30.0
1008,molten salt carnot battery,carnot battery,primary regulation,percent,control,2030,30.0
1009,molten salt carnot battery,carnot battery,primary regulation,percent,control,2035,30.0
1010,molten salt carnot battery,carnot battery,primary regulation,percent,control,2040,30.0
1011,molten salt carnot battery,carnot battery,primary regulation,percent,control,2050,30.0
1012,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,lower,2025,100.0
1013,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,lower,2050,100.0
1014,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,upper,2025,100.0
1015,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,upper,2050,100.0
1016,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,control,2025,100.0
1017,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,control,2030,100.0
1018,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,control,2035,100.0
1019,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,control,2040,100.0
1020,molten salt carnot battery,carnot battery,secondary regulation,percent/minute,control,2050,100.0
1021,molten salt carnot battery,carnot battery,steam temperature,C,lower,2025,250.0
1022,molten salt carnot battery,carnot battery,steam temperature,C,lower,2050,250.0
1023,molten salt carnot battery,carnot battery,steam temperature,C,upper,2025,550.0
1024,molten salt carnot battery,carnot battery,steam temperature,C,upper,2050,550.0
1025,molten salt carnot battery,carnot battery,steam temperature,C,control,2025,250.0
1026,molten salt carnot battery,carnot battery,steam temperature,C,control,2030,250.0
1027,molten salt carnot battery,carnot battery,steam temperature,C,control,2035,250.0
1028,molten salt carnot battery,carnot battery,steam temperature,C,control,2040,250.0
1029,molten salt carnot battery,carnot battery,steam temperature,C,control,2050,250.0
1030,molten salt carnot battery,carnot battery,tank volume of example,meter**3,lower,2025,400.0
1031,molten salt carnot battery,carnot battery,tank volume of example,meter**3,lower,2050,400.0
1032,molten salt carnot battery,carnot battery,tank volume of example,meter**3,upper,2025,500.0
1033,molten salt carnot battery,carnot battery,tank volume of example,meter**3,upper,2050,4000.0
1034,molten salt carnot battery,carnot battery,tank volume of example,meter**3,control,2025,500.0
1035,molten salt carnot battery,carnot battery,tank volume of example,meter**3,control,2030,3000.0
1036,molten salt carnot battery,carnot battery,tank volume of example,meter**3,control,2035,3000.0
1037,molten salt carnot battery,carnot battery,tank volume of example,meter**3,control,2040,3000.0
1038,molten salt carnot battery,carnot battery,tank volume of example,meter**3,control,2050,3000.0
1039,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,lower,2025,300.0
1040,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,lower,2050,300.0
1041,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,upper,2025,300.0
1042,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,upper,2050,300.0
1043,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,control,2025,300.0
1044,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,control,2030,300.0
1045,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,control,2035,300.0
1046,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,control,2040,300.0
1047,molten salt carnot battery,carnot battery,typical temperature difference in storage,K,control,2050,300.0
1048,molten salt carnot battery,carnot battery,footprint of plant,meter**2,lower,2025,400.0
1049,molten salt carnot battery,carnot battery,footprint of plant,meter**2,lower,2050,400.0
1050,molten salt carnot battery,carnot battery,footprint of plant,meter**2,upper,2025,500.0
1051,molten salt carnot battery,carnot battery,footprint of plant,meter**2,upper,2050,1700.0
1052,molten salt carnot battery,carnot battery,footprint of plant,meter**2,control,2025,800.0
1053,molten salt carnot battery,carnot battery,footprint of plant,meter**2,control,2030,1500.0
1054,molten salt carnot battery,carnot battery,footprint of plant,meter**2,control,2035,1500.0
1055,molten salt carnot battery,carnot battery,footprint of plant,meter**2,control,2040,1500.0
1056,molten salt carnot battery,carnot battery,footprint of plant,meter**2,control,2050,1500.0
1057,molten salt carnot battery,carnot battery,hours of discharge,hours,lower,2025,3.0
1058,molten salt carnot battery,carnot battery,hours of discharge,hours,lower,2050,3.0
1059,molten salt carnot battery,carnot battery,hours of discharge,hours,upper,2025,24.0
1060,molten salt carnot battery,carnot battery,hours of discharge,hours,upper,2050,24.0
1061,molten salt carnot battery,carnot battery,hours of discharge,hours,control,2025,24.0
1062,molten salt carnot battery,carnot battery,hours of discharge,hours,control,2030,24.0
1063,molten salt carnot battery,carnot battery,hours of discharge,hours,control,2035,24.0
1064,molten salt carnot battery,carnot battery,hours of discharge,hours,control,2040,24.0
1065,molten salt carnot battery,carnot battery,hours of discharge,hours,control,2050,24.0
1070,underground storage of gas,natural gas storage underground,energy storage capacity for one unit,MWh,control,2020,1100.0
1071,underground storage of gas,natural gas storage underground,energy storage capacity for one unit,MWh,control,2030,1100.0
1072,underground storage of gas,natural gas storage underground,energy storage capacity for one unit,MWh,control,2040,1100.0
1073,underground storage of gas,natural gas storage underground,energy storage capacity for one unit,MWh,control,2050,1100.0
1078,underground storage of gas,natural gas storage underground,input capacity for one unit,MW,control,2020,2200.0
1079,underground storage of gas,natural gas storage underground,input capacity for one unit,MW,control,2030,2200.0
1080,underground storage of gas,natural gas storage underground,input capacity for one unit,MW,control,2040,2200.0
1081,underground storage of gas,natural gas storage underground,input capacity for one unit,MW,control,2050,2200.0
1082,underground storage of gas,natural gas storage underground,output capacity for one unit,MW,control,2020,6600.0
1083,underground storage of gas,natural gas storage underground,output capacity for one unit,MW,control,2030,6600.0
1084,underground storage of gas,natural gas storage underground,output capacity for one unit,MW,control,2040,6600.0
1085,underground storage of gas,natural gas storage underground,output capacity for one unit,MW,control,2050,6600.0
1086,underground storage of gas,natural gas storage underground,fixed o&m,EUR_2020/MW/year,control,2020,1.27
1087,underground storage of gas,natural gas storage underground,fixed o&m,EUR_2020/MW/year,control,2030,1.27
1088,underground storage of gas,natural gas storage underground,fixed o&m,EUR_2020/MW/year,control,2040,1.27
1089,underground storage of gas,natural gas storage underground,fixed o&m,EUR_2020/MW/year,control,2050,1.27
1090,underground storage of gas,natural gas storage underground,"installation, equipment, manhours",EUR_2020/MWh,control,2020,0.0
1091,underground storage of gas,natural gas storage underground,"installation, equipment, manhours",EUR_2020/MWh,control,2030,0.0
1092,underground storage of gas,natural gas storage underground,"installation, equipment, manhours",EUR_2020/MWh,control,2040,0.0
1093,underground storage of gas,natural gas storage underground,"installation, equipment, manhours",EUR_2020/MWh,control,2050,0.0
1094,underground storage of gas,natural gas storage underground,specific investment,EUR_2020/MWh,control,2020,0.0
